ID_Linha,ID_Pedido,Data_Pedido,Data_Envio,Modo_Envio,ID_Cliente,Nome_Cliente,Segmento,Pais,Cidade,Estado,Cep,Regiao,ID_Produto,Categoria,SubCategoria,Nome_Produto,Preco_Dolar,Preco,Quantidade,Desconto,Lucro,"4,97"
9702,CA-2016-105291,30/10/2016,04/11/2016,Standard Class,SP-20920,Susan Pistek,Consumidor,United States,San Luis Obispo,California,93405,West,OFF-FA-10003059,Material de escritório,Fasteners,Assorted Color Push Pins,"3,62","17,9914",2,0,"1,1946",
9703,CA-2017-147032,31/07/2017,04/08/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-PA-10003256,Material de escritório,Paper,Avery Personal Creations Heavyweight Cards,"11,54","57,3538",1,0,"5,5392",
9704,CA-2017-147032,31/07/2017,04/08/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-BI-10003656,Material de escritório,Binders,Fellowes PB200 Plastic Comb Binding Machine,"849,95","4224,2515",5,0,"390,977",
9705,CA-2017-147032,31/07/2017,04/08/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-BI-10002897,Material de escritório,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""","11,01","54,7197",3,0,"5,3949",
9706,CA-2017-125990,19/10/2017,23/10/2017,Standard Class,JS-16030,Joy Smith,Consumidor,United States,San Francisco,California,94122,West,OFF-BI-10004826,Material de escritório,Binders,JM Magazine Binder,"39,624","196,93128",3,"0,2","13,8684",
9707,CA-2016-161746,21/10/2016,27/10/2016,Standard Class,CS-11950,Carlos Soltero,Consumidor,United States,Los Angeles,California,90045,West,FUR-CH-10004626,Mobiliário,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,"242,136","1203,41592",3,"0,2","12,1068",
9708,CA-2016-161746,21/10/2016,27/10/2016,Standard Class,CS-11950,Carlos Soltero,Consumidor,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Material de escritório,Art,Newell Chalk Holder,"12,39","61,5783",3,0,"5,6994",
9709,CA-2016-161746,21/10/2016,27/10/2016,Standard Class,CS-11950,Carlos Soltero,Consumidor,United States,Los Angeles,California,90045,West,FUR-FU-10003731,Mobiliário,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak","19,96","99,2012",2,0,"5,5888",
9710,CA-2016-161746,21/10/2016,27/10/2016,Standard Class,CS-11950,Carlos Soltero,Consumidor,United States,Los Angeles,California,90045,West,OFF-ST-10002743,Material de escritório,Storage,SAFCO Boltless Steel Shelving,"340,92","1694,3724",3,0,"3,4092",
9711,CA-2014-114251,05/11/2014,10/11/2014,Standard Class,MD-17350,Maribeth Dona,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Mobiliário,Furnishings,Tenex Antistatic Computer Chair Mats,"273,568","1359,63296",2,"0,2","-34,196",
9712,CA-2014-114251,05/11/2014,10/11/2014,Standard Class,MD-17350,Maribeth Dona,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10003684,Material de escritório,Binders,Wilson Jones Legal Size Ring Binders,"13,194","65,57418",2,"0,7","-8,796",
9713,CA-2014-114251,05/11/2014,10/11/2014,Standard Class,MD-17350,Maribeth Dona,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10003716,Material de escritório,Storage,Tennsco Double-Tier Lockers,"1080,096","5368,07712",6,"0,2","-94,5084",
9714,CA-2014-114251,05/11/2014,10/11/2014,Standard Class,MD-17350,Maribeth Dona,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001101,Tecnologia ,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,"51,56","256,2532",5,"0,2","-6,445",
9715,CA-2014-114251,05/11/2014,10/11/2014,Standard Class,MD-17350,Maribeth Dona,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004864,Tecnologia ,Accessories,Memorex Micro Travel Drive 32 GB,"58,416","290,32752",2,"0,2","16,7946",
9716,CA-2016-116379,07/11/2016,12/11/2016,Standard Class,LD-17005,Lisa DeCherney,Consumidor,United States,San Francisco,California,94122,West,OFF-BI-10001543,Material de escritório,Binders,GBC VeloBinder Manual Binding System,"57,584","286,19248",2,"0,2","20,1544",
9717,US-2016-144477,12/08/2016,14/08/2016,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000914,Material de escritório,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,"37,312","185,44064",4,"0,2","2,7984",
9718,CA-2016-108210,30/05/2016,31/05/2016,Same Day,AT-10735,Annie Thurman,Consumidor,United States,Houston,Texas,77041,Central,TEC-PH-10002293,Tecnologia ,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"79,96","397,4012",5,"0,2","7,996",
9719,CA-2016-108210,30/05/2016,31/05/2016,Same Day,AT-10735,Annie Thurman,Consumidor,United States,Houston,Texas,77041,Central,TEC-AC-10000109,Tecnologia ,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,"223,96","1113,0812",5,"0,2","11,198",
9720,CA-2017-166835,12/11/2017,14/11/2017,Second Class,DK-13375,Dennis Kane,Consumidor,United States,Lancaster,Pennsylvania,17602,East,OFF-ST-10002574,Material de escritório,Storage,"SAFCO Commercial Wire Shelving, Black","221,024","1098,48928",2,"0,2","-55,256",
9721,CA-2016-119641,22/09/2016,26/09/2016,Standard Class,CS-12250,Chris Selesnick,Corporativo ,United States,Green Bay,Wisconsin,54302,Central,FUR-FU-10002445,Mobiliário,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","18,96","94,2312",2,0,"7,584",
9722,CA-2016-105781,16/02/2016,20/02/2016,Standard Class,JF-15565,Jill Fjeld,Consumidor,United States,New York City,New York,10024,East,FUR-CH-10001802,Mobiliário,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,"326,646","1623,43062",3,"0,1","39,9234",
9723,CA-2016-105781,16/02/2016,20/02/2016,Standard Class,JF-15565,Jill Fjeld,Consumidor,United States,New York City,New York,10024,East,TEC-AC-10003628,Tecnologia ,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"89,97","447,1509",3,0,"39,5868",
9724,CA-2014-101364,22/12/2014,26/12/2014,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,OFF-BI-10003984,Material de escritório,Binders,Lock-Up Easel 'Spel-Binder',"296,712","1474,65864",13,"0,2","100,1403",
9725,CA-2015-117898,05/12/2015,11/12/2015,Standard Class,TB-21250,Tim Brockman,Consumidor,United States,Bloomington,Illinois,61701,Central,OFF-EN-10004459,Material de escritório,Envelopes,Security-Tint Envelopes,"12,224","60,75328",2,"0,2","4,4312",
9726,CA-2017-142293,17/09/2017,20/09/2017,First Class,SC-20380,Shahid Collister,Consumidor,United States,Boise,Idaho,83704,West,TEC-AC-10001109,Tecnologia ,Accessories,Logitech Trackman Marble Mouse,"89,97","447,1509",3,0,"37,7874",
9727,CA-2017-167395,02/12/2017,04/12/2017,First Class,KM-16720,Kunst Miller,Consumidor,United States,Lowell,Massachusetts,1852,East,OFF-AP-10001293,Material de escritório,Appliances,Belkin 8 Outlet Surge Protector,"286,86","1425,6942",7,0,"80,3208",
9728,CA-2017-167395,02/12/2017,04/12/2017,First Class,KM-16720,Kunst Miller,Consumidor,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004977,Tecnologia ,Phones,GE 30524EE4,"979,95","4870,3515",5,0,"284,1855",
9729,CA-2017-167395,02/12/2017,04/12/2017,First Class,KM-16720,Kunst Miller,Consumidor,United States,Lowell,Massachusetts,1852,East,OFF-SU-10001935,Material de escritório,Supplies,Staple remover,"4,36","21,6692",2,0,"0,1744",
9730,CA-2014-111962,29/09/2014,04/10/2014,Standard Class,EB-14170,Evan Bailliet,Consumidor,United States,Seattle,Washington,98115,West,OFF-BI-10001308,Material de escritório,Binders,GBC Standard Plastic Binding Systems' Combs,"10,048","49,93856",2,"0,2","3,14",
9731,CA-2014-111962,29/09/2014,04/10/2014,Standard Class,EB-14170,Evan Bailliet,Consumidor,United States,Seattle,Washington,98115,West,OFF-ST-10000046,Material de escritório,Storage,Fellowes Super Stor/Drawer Files,"807,75","4014,5175",5,0,"153,4725",
9732,CA-2017-124261,14/11/2017,19/11/2017,Standard Class,JE-15715,Joe Elijah,Consumidor,United States,Los Angeles,California,90049,West,OFF-AR-10003504,Material de escritório,Art,Newell 347,"34,24","170,1728",8,0,"9,9296",
9733,CA-2014-114321,20/08/2014,25/08/2014,Standard Class,NC-18535,Nick Crebassa,Corporativo ,United States,Hampton,Virginia,23666,South,FUR-CH-10001797,Mobiliário,Chairs,"Safco Chair Connectors, 6/Carton","500,24","2486,1928",13,0,"145,0696",
9734,CA-2014-114321,20/08/2014,25/08/2014,Standard Class,NC-18535,Nick Crebassa,Corporativo ,United States,Hampton,Virginia,23666,South,OFF-PA-10000246,Material de escritório,Paper,Riverleaf Stik-Withit Designer Note Cubes,"20,12","99,9964",2,0,"9,2552",
9735,CA-2014-114321,20/08/2014,25/08/2014,Standard Class,NC-18535,Nick Crebassa,Corporativo ,United States,Hampton,Virginia,23666,South,OFF-BI-10001359,Material de escritório,Binders,GBC DocuBind TL300 Electric Binding System,"896,99","4458,0403",1,0,"421,5853",
9736,CA-2014-128062,19/11/2014,22/11/2014,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001583,Material de escritório,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","5,88","29,2236",1,"0,2","1,9845",
9737,US-2015-100069,29/06/2015,03/07/2015,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004667,Tecnologia ,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,"269,98","1341,8006",2,0,"72,8946",
9738,CA-2017-129294,16/03/2017,21/03/2017,Standard Class,KD-16615,Ken Dana,Corporativo ,United States,Los Angeles,California,90032,West,OFF-ST-10002615,Material de escritório,Storage,"Dual Level, Single-Width Filing Carts","310,12","1541,2964",2,0,"80,6312",
9739,CA-2017-129294,16/03/2017,21/03/2017,Standard Class,KD-16615,Ken Dana,Corporativo ,United States,Los Angeles,California,90032,West,OFF-BI-10004236,Material de escritório,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","70,464","350,20608",6,"0,2","22,9008",
9740,CA-2017-129294,16/03/2017,21/03/2017,Standard Class,KD-16615,Ken Dana,Corporativo ,United States,Los Angeles,California,90032,West,OFF-BI-10001757,Material de escritório,Binders,Pressboard Hanging Data Binders for Unburst Sheets,"19,68","97,8096",5,"0,2","6,888",
9741,CA-2017-129294,16/03/2017,21/03/2017,Standard Class,KD-16615,Ken Dana,Corporativo ,United States,Los Angeles,California,90032,West,OFF-AP-10001154,Material de escritório,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,"140,67","699,1299",3,0,"54,8613",
9742,CA-2015-117086,08/11/2015,12/11/2015,Standard Class,QJ-19255,Quincy Jones,Corporativo ,United States,Burlington,Vermont,05408,East,FUR-BO-10004834,Mobiliário,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","4404,9","21892,353",5,0,"1013,127",
9743,CA-2017-131303,28/11/2017,02/12/2017,Standard Class,EP-13915,Emily Phan,Consumidor,United States,San Diego,California,92037,West,OFF-LA-10001074,Material de escritório,Labels,Round Specialty Laser Printer Labels,"62,65","311,3705",5,0,"29,4455",
9744,CA-2016-137127,16/06/2016,22/06/2016,Standard Class,JJ-15445,Jennifer Jackson,Consumidor,United States,Newark,Delaware,19711,East,OFF-LA-10001641,Material de escritório,Labels,Avery 518,"9,45","46,9665",3,0,"4,536",
9745,CA-2017-141782,21/01/2017,25/01/2017,Standard Class,BE-11410,Bobby Elias,Consumidor,United States,Aurora,Illinois,60505,Central,OFF-EN-10002230,Material de escritório,Envelopes,Airmail Envelopes,"268,576","1334,82272",4,"0,2","90,6444",
9746,CA-2017-137505,24/11/2017,24/11/2017,Same Day,BP-11290,Beth Paige,Consumidor,United States,Los Angeles,California,90008,West,FUR-TA-10000617,Mobiliário,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","364,08","1809,4776",2,"0,2","9,102",
9747,CA-2017-137505,24/11/2017,24/11/2017,Same Day,BP-11290,Beth Paige,Consumidor,United States,Los Angeles,California,90008,West,FUR-TA-10001676,Mobiliário,Tables,Hon 61000 Series Interactive Training Tables,"71,088","353,30736",2,"0,2","-1,7772",
9748,US-2014-140914,11/11/2014,15/11/2014,Standard Class,BH-11710,Brosina Hoffman,Consumidor,United States,Chicago,Illinois,60653,Central,FUR-FU-10000175,Mobiliário,Furnishings,DAX Wood Document Frame.,"10,984","54,59048",2,"0,6","-7,9634",
9749,US-2014-140914,11/11/2014,15/11/2014,Standard Class,BH-11710,Brosina Hoffman,Consumidor,United States,Chicago,Illinois,60653,Central,FUR-CH-10003379,Mobiliário,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"797,944","3965,78168",4,"0,3","-56,996",
9750,CA-2016-158358,04/03/2016,08/03/2016,Standard Class,EM-13810,Eleni McCrary,Corporativo ,United States,Dover,New Hampshire,3820,East,TEC-AC-10002567,Tecnologia ,Accessories,Logitech G602 Wireless Gaming Mouse,"159,98","795,1006",2,0,"57,5928",
9751,CA-2016-113390,11/10/2016,15/10/2016,Standard Class,EP-13915,Emily Phan,Consumidor,United States,Chicago,Illinois,60610,Central,OFF-AR-10003183,Material de escritório,Art,Avery Fluorescent Highlighter Four-Color Set,"5,344","26,55968",2,"0,2","0,668",
9752,CA-2016-113390,11/10/2016,15/10/2016,Standard Class,EP-13915,Emily Phan,Consumidor,United States,Chicago,Illinois,60610,Central,OFF-AR-10001446,Material de escritório,Art,Newell 309,"27,72","137,7684",3,"0,2","3,465",
9753,US-2016-158680,01/07/2016,02/07/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000145,Material de escritório,Binders,Zipper Ring Binder Pockets,"2,496","12,40512",1,"0,2","0,9048",
9754,CA-2017-113705,27/03/2017,29/03/2017,Second Class,LC-16870,Lena Cacioppo,Consumidor,United States,Richmond,Virginia,23223,South,OFF-LA-10000476,Material de escritório,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","8,26","41,0522",2,0,"3,7996",
9755,CA-2017-113705,27/03/2017,29/03/2017,Second Class,LC-16870,Lena Cacioppo,Consumidor,United States,Richmond,Virginia,23223,South,OFF-BI-10001679,Material de escritório,Binders,GBC Instant Index System for Binding Systems,"17,76","88,2672",2,0,"8,88",
9756,CA-2017-113705,27/03/2017,29/03/2017,Second Class,LC-16870,Lena Cacioppo,Consumidor,United States,Richmond,Virginia,23223,South,OFF-ST-10001128,Material de escritório,Storage,"Carina Mini System Audio Rack, Model AR050B","332,94","1654,7118",3,0,"9,9882",
9757,CA-2017-113705,27/03/2017,29/03/2017,Second Class,LC-16870,Lena Cacioppo,Consumidor,United States,Richmond,Virginia,23223,South,FUR-TA-10002533,Mobiliário,Tables,BPI Conference Tables,"292,1","1451,737",2,0,"58,42",
9758,CA-2017-113705,27/03/2017,29/03/2017,Second Class,LC-16870,Lena Cacioppo,Consumidor,United States,Richmond,Virginia,23223,South,TEC-PH-10004006,Tecnologia ,Phones,Panasonic KX - TS880B Telephone,"206,1","1024,317",5,0,"55,647",
9759,CA-2017-113705,27/03/2017,29/03/2017,Second Class,LC-16870,Lena Cacioppo,Consumidor,United States,Richmond,Virginia,23223,South,OFF-PA-10002615,Material de escritório,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","17,64","87,6708",4,0,"8,1144",
9760,CA-2016-146913,31/10/2016,05/11/2016,Standard Class,SF-20965,Sylvia Foulston,Corporativo ,United States,San Francisco,California,94109,West,FUR-CH-10001854,Mobiliário,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"1403,92","6977,4824",5,"0,2","70,196",
9761,CA-2017-159135,04/11/2017,08/11/2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Springdale,Arkansas,72762,South,OFF-AR-10000657,Material de escritório,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","4,3","21,371",2,0,"1,419",
9762,CA-2014-121762,14/02/2014,18/02/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporativo ,United States,Seattle,Washington,98103,West,TEC-AC-10000736,Tecnologia ,Accessories,Logitech G600 MMO Gaming Mouse,"239,97","1192,6509",3,0,"86,3892",
9763,CA-2014-121762,14/02/2014,18/02/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporativo ,United States,Seattle,Washington,98103,West,OFF-AP-10001293,Material de escritório,Appliances,Belkin 8 Outlet Surge Protector,"81,96","407,3412",2,0,"22,9488",
9764,CA-2014-121762,14/02/2014,18/02/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporativo ,United States,Seattle,Washington,98103,West,OFF-SU-10000157,Material de escritório,Supplies,Compact Automatic Electric Letter Opener,"238,62","1185,9414",2,0,"4,7724",
9765,CA-2014-123855,18/06/2014,23/06/2014,Standard Class,MC-18100,Mick Crebagga,Consumidor,United States,Los Angeles,California,90036,West,TEC-PH-10000215,Tecnologia ,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,"139,8","694,806",5,"0,2","12,2325",
9766,CA-2017-101959,28/02/2017,06/03/2017,Standard Class,DB-13660,Duane Benoit,Consumidor,United States,Middletown,Connecticut,6457,East,OFF-BI-10001757,Material de escritório,Binders,Pressboard Hanging Data Binders for Unburst Sheets,"9,84","48,9048",2,0,"4,7232",
9767,CA-2017-101959,28/02/2017,06/03/2017,Standard Class,DB-13660,Duane Benoit,Consumidor,United States,Middletown,Connecticut,6457,East,OFF-PA-10002137,Material de escritório,Paper,"Southworth 100% Résumé Paper, 24lb.","7,78","38,6666",1,0,"3,501",
9768,CA-2017-102659,09/12/2017,15/12/2017,Standard Class,LW-17215,Luke Weiss,Consumidor,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10000088,Material de escritório,Binders,GBC Imprintable Covers,"54,9","272,853",5,0,"26,901",
9769,CA-2017-142328,07/12/2017,14/12/2017,Standard Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Material de escritório,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","50,04","248,6988",6,0,"25,02",
9770,CA-2016-123533,24/11/2016,30/11/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,FUR-BO-10001619,Mobiliário,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,"339,92","1689,4024",5,"0,2","8,498",
9771,CA-2016-123533,24/11/2016,30/11/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,OFF-PA-10001609,Material de escritório,Paper,Tops Wirebound Message Log Books,"10,528","52,32416",4,"0,2","3,4216",
9772,CA-2016-123533,24/11/2016,30/11/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,OFF-AP-10002765,Material de escritório,Appliances,Fellowes Advanced Computer Series Surge Protectors,"42,384","210,64848",2,"0,2","4,2384",
9773,CA-2016-104983,03/07/2016,03/07/2016,Same Day,FM-14215,Filia McAdams,Corporativo ,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000167,Material de escritório,Paper,Xerox 1925,"123,92","615,8824",5,"0,2","38,725",
9774,CA-2016-160234,26/06/2016,03/07/2016,Standard Class,PF-19225,Phillip Flathmann,Consumidor,United States,Atlanta,Georgia,30318,South,TEC-PH-10004434,Tecnologia ,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,"135,95","675,6715",1,0,"39,4255",
9775,CA-2014-169019,26/07/2014,30/07/2014,Standard Class,LF-17185,Luke Foster,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-BI-10004995,Material de escritório,Binders,GBC DocuBind P400 Electric Binding System,"2177,584","10822,59248",8,"0,8","-3701,8928",
9776,CA-2014-169019,26/07/2014,30/07/2014,Standard Class,LF-17185,Luke Foster,Consumidor,United States,San Antonio,Texas,78207,Central,FUR-FU-10004666,Mobiliário,Furnishings,DAX Clear Channel Poster Frame,"17,496","86,95512",3,"0,6","-10,0602",
9777,CA-2014-169019,26/07/2014,30/07/2014,Standard Class,LF-17185,Luke Foster,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-BI-10001524,Material de escritório,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"16,784","83,41648",4,"0,8","-26,8544",
9778,CA-2014-169019,26/07/2014,30/07/2014,Standard Class,LF-17185,Luke Foster,Consumidor,United States,San Antonio,Texas,78207,Central,TEC-AC-10002076,Tecnologia ,Accessories,Microsoft Natural Keyboard Elite,"431,136","2142,74592",9,"0,2","-26,946",
9779,CA-2014-169019,26/07/2014,30/07/2014,Standard Class,LF-17185,Luke Foster,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-BI-10001679,Material de escritório,Binders,GBC Instant Index System for Binding Systems,"8,88","44,1336",5,"0,8","-13,32",
9780,CA-2014-169019,26/07/2014,30/07/2014,Standard Class,LF-17185,Luke Foster,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-AP-10003281,Material de escritório,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,"4,836","24,03492",2,"0,8","-12,09",
9781,CA-2016-153178,14/09/2016,18/09/2016,Standard Class,CL-12565,Clay Ludtke,Consumidor,United States,Long Beach,New York,11561,East,TEC-PH-10001944,Tecnologia ,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,"437,85","2176,1145",3,0,"131,355",
9782,CA-2016-153178,14/09/2016,18/09/2016,Standard Class,CL-12565,Clay Ludtke,Consumidor,United States,Long Beach,New York,11561,East,OFF-BI-10004390,Material de escritório,Binders,GBC DocuBind 200 Manual Binding Machine,"673,568","3347,63296",2,"0,2","252,588",
9783,CA-2015-149748,31/05/2015,02/06/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporativo ,United States,Paterson,New Jersey,7501,East,OFF-PA-10002120,Material de escritório,Paper,Xerox 1889,"274,8","1365,756",5,0,"134,652",
9784,CA-2015-149748,31/05/2015,02/06/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporativo ,United States,Paterson,New Jersey,7501,East,OFF-ST-10004340,Material de escritório,Storage,"Fellowes Mobile File Cart, Black","62,18","309,0346",1,0,"16,7886",
9785,CA-2015-149748,31/05/2015,02/06/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporativo ,United States,Paterson,New Jersey,7501,East,FUR-FU-10001847,Mobiliário,Furnishings,Eldon Image Series Black Desk Accessories,"8,28","41,1516",2,0,"2,9808",
9786,CA-2015-155635,09/05/2015,13/05/2015,Standard Class,ME-17725,Max Engle,Consumidor,United States,Louisville,Kentucky,40214,South,OFF-BI-10000962,Material de escritório,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","48,81","242,5857",3,0,"23,9169",
9787,US-2014-114377,05/11/2014,05/11/2014,Same Day,BG-11035,Barry Gonzalez,Consumidor,United States,Hampton,Virginia,23666,South,FUR-CH-10004754,Mobiliário,Chairs,"Global Stack Chair with Arms, Black","149,9","745,003",5,0,"40,473",
9788,CA-2017-144491,27/03/2017,01/04/2017,Standard Class,CJ-12010,Caroline Jumper,Consumidor,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Mobiliário,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","1023,332","5085,96004",5,"0,32","-30,098",
9789,CA-2017-144491,27/03/2017,01/04/2017,Standard Class,CJ-12010,Caroline Jumper,Consumidor,United States,Houston,Texas,77070,Central,FUR-CH-10004063,Mobiliário,Chairs,Global Deluxe High-Back Manager's Chair,"600,558","2984,77326",3,"0,3","-8,5794",
9790,CA-2017-144491,27/03/2017,01/04/2017,Standard Class,CJ-12010,Caroline Jumper,Consumidor,United States,Houston,Texas,77070,Central,TEC-AC-10004901,Tecnologia ,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,"39,992","198,76024",1,"0,2","6,9986",
9791,CA-2017-144491,27/03/2017,01/04/2017,Standard Class,CJ-12010,Caroline Jumper,Consumidor,United States,Houston,Texas,77070,Central,FUR-CH-10001714,Mobiliário,Chairs,"Global Leather & Oak Executive Chair, Burgundy","211,246","1049,89262",2,"0,3","-66,3916",
9792,CA-2014-127166,21/05/2014,23/05/2014,Second Class,KH-16360,Katherine Hughes,Consumidor,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Material de escritório,Envelopes,Staple envelope,"56,064","278,63808",6,"0,2","21,024",
9793,CA-2014-127166,21/05/2014,23/05/2014,Second Class,KH-16360,Katherine Hughes,Consumidor,United States,Houston,Texas,77070,Central,FUR-CH-10003396,Mobiliário,Chairs,Global Deluxe Steno Chair,"107,772","535,62684",2,"0,3","-29,2524",
9794,CA-2014-127166,21/05/2014,23/05/2014,Second Class,KH-16360,Katherine Hughes,Consumidor,United States,Houston,Texas,77070,Central,OFF-PA-10001560,Material de escritório,Paper,"Adams Telephone Message Books, 5 1/4” x 11”","4,832","24,01504",1,"0,2","1,6308",
9795,CA-2014-127166,21/05/2014,23/05/2014,Second Class,KH-16360,Katherine Hughes,Consumidor,United States,Houston,Texas,77070,Central,OFF-BI-10000977,Material de escritório,Binders,Ibico Plastic Spiral Binding Combs,"18,24","90,6528",3,"0,8","-31,008",
9796,CA-2016-125920,21/05/2016,28/05/2016,Standard Class,SH-19975,Sally Hughsby,Corporativo ,United States,Chicago,Illinois,60610,Central,OFF-BI-10003429,Material de escritório,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips","3,798","18,87606",3,"0,8","-5,8869",
9797,CA-2015-128608,12/01/2015,17/01/2015,Standard Class,CS-12490,Cindy Schnelling,Corporativo ,United States,Toledo,Ohio,43615,East,OFF-AR-10001374,Material de escritório,Art,"BIC Brite Liner Highlighters, Chisel Tip","10,368","51,52896",2,"0,2","1,5552",
9798,CA-2015-128608,12/01/2015,17/01/2015,Standard Class,CS-12490,Cindy Schnelling,Corporativo ,United States,Toledo,Ohio,43615,East,TEC-PH-10004977,Tecnologia ,Phones,GE 30524EE4,"235,188","1168,88436",2,"0,4","-43,1178",
9799,CA-2015-128608,12/01/2015,17/01/2015,Standard Class,CS-12490,Cindy Schnelling,Corporativo ,United States,Toledo,Ohio,43615,East,TEC-PH-10000912,Tecnologia ,Phones,Anker 24W Portable Micro USB Car Charger,"26,376","131,08872",4,"0,4","2,6376",
9800,CA-2015-128608,12/01/2015,17/01/2015,Standard Class,CS-12490,Cindy Schnelling,Corporativo ,United States,Toledo,Ohio,43615,East,TEC-AC-10000487,Tecnologia ,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,"10,384","51,60848",2,"0,2","2,2066",
9801,CA-2015-128608,12/01/2015,17/01/2015,Standard Class,CS-12490,Cindy Schnelling,Corporativo ,United States,Toledo,Ohio,43615,East,TEC-PH-10002262,Tecnologia ,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,"107,118","532,37646",3,"0,4","-21,4236",
